Name;Time;gBest_fit
problem1;0.019983530044555664;28.734020170149158
problem1;0.01592230796813965;30.329635988301423
problem1;0.015987157821655273;31.017901367312223
problem1;0.014963150024414062;30.271380567595045
problem1;0.013965606689453125;29.551666618949387
problem1;0.015958309173583984;28.582493361299775
problem1;0.013960123062133789;33.1276865076868
problem1;0.01595759391784668;28.426207737295574
problem1;0.014925479888916016;30.764917041967347
problem1;0.013962030410766602;28.782262203313184
problem1;0.014960289001464844;30.107467739398718
problem1;0.01495981216430664;27.973464489766762
problem1;0.013960123062133789;29.8401465882434
problem1;0.013962745666503906;30.05744404500261
problem1;0.01495981216430664;29.662444086895125
problem1;0.013965368270874023;30.323929382331322
problem1;0.01495981216430664;29.994794994728267
problem1;0.014960050582885742;29.113477661083316
problem1;0.01495981216430664;30.778714971654594
problem1;0.013962745666503906;36.5394137707141
problem1;0.014960527420043945;30.02110112732888
problem1;0.01495981216430664;28.94152202618475
problem1;0.014957666397094727;29.044872931119226
problem1;0.014995813369750977;29.929466512359337
problem1;0.014962434768676758;28.01209415717166
problem1;0.0139617919921875;29.979901706719897
problem1;0.013961315155029297;30.35568637011056
problem1;0.014956474304199219;29.37931337589444
problem1;0.013966083526611328;27.133126283521413
problem1;0.013962507247924805;29.79298234752749
problem1;0.01496124267578125;28.31212854771592
problem1;0.013963937759399414;30.251033702837777
problem1;0.014923095703125;30.289234340961517
problem1;0.013964653015136719;28.437071235418262
problem1;0.013995170593261719;32.27702321777349
problem1;0.01496124267578125;48.461033512985
problem1;0.013961315155029297;30.393089768999268
problem1;0.013947725296020508;29.295664166260035
problem1;0.014958620071411133;30.07710142941963
problem1;0.014923572540283203;30.377356763620593
problem1;0.01496267318725586;31.361826261191972
problem1;0.014960050582885742;29.197543892904335
problem1;0.014959573745727539;27.356186603136553
problem1;0.014957666397094727;30.214683337476934
problem1;0.014962196350097656;31.9970479783963
problem1;0.014960765838623047;27.59119000751277
problem1;0.014956951141357422;29.71853327677449
problem1;0.014962911605834961;27.122383991657458
problem1;0.016954898834228516;29.88218945095855
problem1;0.014960765838623047;30.185887469316214
problem1;0.014959573745727539;30.040281842670968
problem1;0.013961553573608398;29.09667337164658
problem1;0.01595759391784668;27.072581832747932
problem1;0.015956878662109375;27.880241256750956
problem1;0.015957355499267578;29.099139305755855
problem1;0.01595759391784668;26.528501247299403
problem1;0.015957355499267578;30.324288067607743
problem1;0.0169525146484375;28.20542985583514
problem1;0.0159604549407959;30.13978340944469
problem1;0.015956878662109375;28.12203242617995
problem2;0.04204368591308594;-4.085982021945633
problem2;0.002994537353515625;110.5483442769031
problem2;0.00399017333984375;-3.388365470736468
problem2;0.003985881805419922;-2.106995092401233
problem2;0.0029985904693603516;164257.11487025043
problem2;0.0039825439453125;-2.199112953537998
problem2;0.0029592514038085938;692.3458316485319
problem2;0.00402522087097168;410705.0967865111
problem2;0.0029859542846679688;-3.4416623398167467
problem2;0.002978086471557617;-0.9659974710052468
problem2;0.003987312316894531;6260.380080147816
problem2;0.0029976367950439453;100.36382836384811
problem2;0.003986358642578125;-0.29772181099458456
problem2;0.002957582473754883;-5.730204556262453
problem2;0.0030286312103271484;10.536454164823198
problem2;0.00399017333984375;-2.088431917788973
problem2;0.002988576889038086;28048.829695814617
problem2;0.002954244613647461;134886.10876422125
problem2;0.003988742828369141;37.70562833613962
problem2;0.0029926300048828125;493133.8507548585
problem2;0.003989219665527344;0.7996870718719354
problem2;0.002993345260620117;27687.967623675453
problem2;0.004023551940917969;208.43128745846295
problem2;0.002994060516357422;35.65625180594081
problem2;0.003990888595581055;455.1186816586333
problem2;0.003987789154052734;-3.4484352584142877
problem2;0.002987384796142578;-4.791642314983896
problem2;0.00395655632019043;5297.039119986067
problem2;0.004022359848022461;12168.929063874
problem2;0.002997875213623047;395758.7523248425
problem2;0.003985881805419922;23.87875771467688
problem2;0.002992391586303711;26.648162221001225
problem2;0.0029571056365966797;337.3028599828248
problem2;0.00402379035949707;7.744038547682443
problem2;0.002994060516357422;45731.104527024014
problem2;0.010968446731567383;2548767.0425342615
problem2;0.010970592498779297;120509007.57522897
problem2;0.010972976684570312;32832466.62141948
problem2;0.010966300964355469;7609663.088448396
problem2;0.010976552963256836;7597727.955051293
problem2;0.010967493057250977;2136390.768378416
problem2;0.010970592498779297;63610.653390655876
problem2;0.01097559928894043;539150962.6353952
problem2;0.010965347290039062;412385.24545096525
problem2;0.010936737060546875;13252.963048001793
